Nitrogen,Phosphorus,Potassium,Soil Temperature,Moisture,pH,Humidity,Air Temperature,Crop
11,71,64,27.5,90,5.83,78,28.9,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
17,86,80,27.75,99,5.6,75.8,28.9,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
23,99,92,27,99,5.32,78.3,26.05,Potato
22,98,91,27.62,98,5.36,81.5,26.74,Potato
15,82,75,27.7,97,5.83,82.4,29.5,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
12,75,68,27.25,94,6.81,82.8,28.2,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
22,97,89,27.9,91,5.55,88,27.91,Potato
21,96,89,27.8,95,5.09,89.5,22.06,Potato
10,69,62,27.12,93,5.75,85.9,27.7,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
13,76,69,27.5,96,6.52,88.9,27.9,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
36,129,122,27.44,87,6.61,86.9,25.17,Tomato
18,88,81,27,97,7.01,87.8,27.2,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
57,180,173,26.06,89,7.51,89,21.23,Tomato
27,108,94,26.8,89,5.23,89.2,23.14,Potato
26,107,99,25.9,86,5.08,89.8,24.23,Potato
15,82,74,26.7,87,7.08,88.5,26.9,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
13,76,59,26.8,80,5.58,92.5,21.4,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
19,90,83,27.01,93,6.2,80,27,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
12,75,67,27.8,95,5.94,85,27,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
23,99,92,27.69,94,5.19,80.7,22.8,Potato
19,90,83,27.8,93,7.16,78.7,27.4,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
22,97,90,27.31,89,5.68,78.5,23.78,Potato
17,86,78,23,32,5.64,62.7,33.1,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
24,103,96,23.06,37,5.02,57.81,25.82,Potato
22,98,91,23.22,38,5.57,66.5,23.26,Potato
34,126,118,23.98,39,6.74,66.69,21.22,Tomato
40,139,132,23.79,39,6.83,62.55,24.23,Tomato
41,141,133,23.58,32,6.2,66.79,23.49,Tomato
36,129,122,23.48,33,6.87,68.36,23.24,Tomato
29,113,106,23.86,34,6.58,58.84,23.5,Tomato
38,125,128,23.83,36,6.87,65.77,22.85,Tomato
25,104,97,23.24,36,5.04,60.2,27.2,Potato
27,109,102,23.86,38,5.02,55.28,27.71,Potato
48,157,150,23.45,37,6.89,65.26,23.13,Tomato
33,122,115,23.64,35,6.72,60.12,23.28,Tomato
48,150,155,26.49,35,6.28,62.89,23.39,Tomato
44,148,141,26.53,40,6.56,66.66,23.41,Tomato
28,113,105,26.8,46,5.26,58.75,23.55,Potato
39,136,129,26.36,46,6.6,67.22,23.58,Tomato
28,111,104,26.8,47,5.12,68.5,23.59,Potato
28,112,105,26.31,47,5.25,57.49,23.49,Potato
33,124,117,26.76,47,7.39,63.1,23.11,Tomato
42,144,137,26.23,49,6.35,63.47,23.18,Tomato
28,112,105,26.29,40,5.25,63.16,23.99,Potato
30,117,110,26.29,49,7.16,55.53,23.21,Tomato
24,102,195,26.88,48,6.11,67.99,23.27,Tomato
21,95,87,26.09,44,6.27,61.89,23.35,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
26,107,99,26.4,44,5.77,65.61,23.38,Potato
22,98,91,26.04,42,5.22,74.09,23.39,Potato
25,105,98,26.93,41,5.14,62.36,23.49,Potato
20,94,86,26.53,41,6.65,59.64,23.48,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
23,100,93,26.46,40,5.14,60.28,23.47,Potato
16,83,75,26.54,44,6.38,57.21,23.56,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
15,81,73,27.09,45,5.7,72.85,23.52,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
20,94,86,27.11,45,7.2,69,23.41,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
17,86,79,27.78,46,7.15,68.74,23.66,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
23,100,93,27.06,46,5.2,56.36,23.78,Potato
17,86,79,27.1,49,7.01,61.89,23.89,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
23,100,93,27.94,48,5.03,65.47,23.98,Potato
18,88,81,27.97,48,5.9,65.35,23.99,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
45,151,144,27.43,51,6.16,56.73,24,Tomato
28,113,105,27.01,51,5.1,63.91,24.22,Potato
30,116,109,27.54,53,7.18,64.24,24.57,Tomato
34,126,119,27.88,54,6.94,61.74,24.98,Tomato
31,172,164,27.86,52,7.46,61.25,24.66,Tomato
25,104,97,27.11,52,5.18,61.91,24.78,Potato
19,90,83,27.11,59,5.85,56.51,24.53,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
25,104,97,27.24,58,5.15,69.02,24.61,Potato
22,98,91,27.9,59,5.26,65.36,24.71,Potato
31,118,111,27.83,57,7.02,59.25,24.31,Tomato
38,136,129,27.61,58,6.63,69.03,24.35,Tomato
29,114,107,27.83,59,6.44,61.32,24.45,Tomato
28,113,105,27.34,54,5.38,72.89,24.47,Potato
26,107,100,21.77,53,5.28,69.63,24.48,Potato
44,147,190,21.59,53,6.83,59.44,24.59,Tomato
35,128,121,21.87,61,6.98,68.03,24.55,Tomato
33,123,116,21.33,61,6.39,73.59,22.53,Tomato
37,132,125,21.95,65,6.39,59.52,25.05,Tomato
33,122,116,21.05,67,6.89,61.33,21.04,Tomato
37,132,125,27.48,66,7.02,68.31,21.44,Tomato
33,122,116,27.09,66,6.78,60.47,21.59,Tomato
32,121,114,27.47,68,6.57,59.21,23.2,Tomato
17,86,78,27.46,69,7.01,73.63,33.25,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
30,115,100,27,68,6.52,55.65,22.84,Tomato
18,89,82,27.02,65,6.87,65.74,32.31,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
20,93,86,27.7,64,6.46,65.77,32.38,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
30,115,108,27.47,63,7.04,60.61,24.89,Tomato
24,101,94,27.13,61,7.08,72.33,24.46,Potato
29,114,107,27.22,60,7.06,52.98,22.82,Tomato
32,121,114,27.1,60,6.92,65.44,22.02,Tomato
22,98,91,27.01,62,7.08,55.2,23.78,Potato
21,96,89,27.21,68,6.53,62.88,24.76,Potato
27,111,103,27.39,70,7.17,57.04,25.93,Potato
23,100,93,27.51,77,5.58,50.05,24.76,Potato
15,82,76,27.5,79,6.3,53.74,31.21,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
24,101,94,27.49,78,5.94,66.41,25.9,Potato
29,113,106,27.32,78,7.12,56.64,24.24,Tomato
25,104,97,27.89,77,6.76,67.23,26.34,Potato
20,93,86,27.38,72,6.11,52.13,31.38,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
25,104,97,27.65,76,5.89,60.4,26.23,Potato
20,93,86,27.03,75,6.52,67,32.4,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
25,104,97,27.34,74,6.33,52.89,26.89,Potato
23,99,92,27.38,73,5.22,68.49,27.46,Potato
10,84,77,27.99,77,6.17,55.28,32.98,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
19,90,83,27.94,71,7.18,52.14,32.86,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
24,101,94,27.61,71,5.24,51.29,26.89,Potato
27,109,101,27.98,73,5.31,64.73,25.9,Potato
23,100,93,27.34,74,5.37,51.59,26.7,Potato
20,94,86,27.1,74,6.61,67.1,32.45,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
14,80,74,27.2,75,5.92,60.77,32.77,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
14,79,71,27.15,75,7.07,58.46,31.54,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
19,81,84,27.29,75,7.62,53,31.62,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
12,75,68,27.3,39,7.04,54.3,31.4,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
29,115,109,27.39,48,7.12,64.11,22.01,Tomato
28,112,104,27.35,67,5.26,55.83,23.39,Potato
29,113,106,27.4,52,7.17,56.77,22.51,Tomato
25,104,97,27.41,79,5.19,65.64,23.08,Potato
27,110,103,27.33,82,5.25,66.02,24.89,Potato
22,97,89,27.12,88,5.08,62.14,26.96,Potato
28,111,104,27.5,66,5.31,62.27,25.78,Potato
27,109,102,27.58,77,5.17,63.55,27.39,Potato
15,82,75,27.3,78,6.46,61.03,32.77,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
28,112,104,27.57,79,5.32,54.37,22.48,Potato
22,98,90,27.06,68,5.18,54.29,24.76,Potato
9,68,90,27.88,62,6.45,52.24,31.4,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
23,100,93,27.04,39,5.28,55.75,27.68,Potato
22,97,90,27.99,90,5.39,61.26,26.1,Potato
17,87,80,27.48,91,7.05,55.52,26.9,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
20,94,86,27.58,47,7.06,50.56,26.8,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
18,89,82,27.89,77,7.07,57.93,26.3,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
27,108,101,27.39,97,5.37,54.41,26.02,Potato
29,109,105,27.44,87,5.27,61.11,25.2,Potato
17,85,78,27.54,67,6.68,67.38,25.7,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
30,115,108,27.38,77,5.76,68.66,25.7,Tomato
18,88,81,28.7,89,7.57,53.57,25,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
20,92,85,28.33,99,5.78,52.26,25.9,Binadhan7_BRRI56_BRRI57_BRRI33_BRRI39
90,42,43,20.88,38,5.27,82,27.1,Potato
85,58,41,21.77,45,5.18,80.32,27.9,Potato
60,55,44,23,62,6.59,82.32,29.63,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
74,35,40,26.49,34,7.03,80.16,30.43,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
78,42,42,20.13,46,5.3,81.6,26.02,Potato
69,37,42,23.06,35,7.01,83.37,30,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
69,55,38,22.71,64,5.97,82.64,28.16,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
94,53,40,20.28,50,7.1,82.89,22.71,Tomato
89,54,38,24.52,42,5.2,83.54,25.01,Potato
68,58,38,23.22,33,5.83,83.03,29.18,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
91,53,40,26.53,28,7.16,81.42,23.53,Potato
90,46,42,23.98,48,7.18,81.45,22.52,Potato
78,58,44,26.8,65,7.12,80.89,24.99,Potato
93,56,36,24.01,41,6.35,82.06,23.88,Tomato
94,50,37,25.67,31,5.59,80.66,24.03,Potato
60,48,39,24.28,49,6.48,80.3,30.11,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
85,38,41,21.59,34,7.13,82.79,27.52,Potato
91,35,39,23.79,39,7.1,80.42,27.41,Potato
77,38,36,21.87,65,6.13,80.19,26.72,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
88,35,40,23.58,52,5.93,83.59,26.17,Potato
89,45,36,21.33,44,6.08,80.47,23.02,Potato
76,40,43,25.16,53,7.12,83.12,24.59,Potato
67,59,41,21.95,33,6.44,80.97,27.03,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
83,41,43,21.05,37,6.09,82.68,23.95,Potato
98,47,37,23.48,39,6.41,81.33,22.32,Tomato
66,53,41,25.08,44,5.58,80.52,26.87,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
97,59,43,26.36,63,6.77,84.04,23.52,Tomato
97,50,41,24.53,30,7.17,80.54,24.94,Tomato
60,49,44,20.78,32,6.8,84.5,29.01,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
84,51,35,22.3,36,7.16,80.64,30.13,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
73,57,41,21.45,40,5.99,84.94,28.75,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
92,35,40,22.18,27,7.16,80.33,23.93,Potato
85,37,39,24.53,38,7.13,82.74,22.53,Potato
98,53,38,20.27,38,6.56,81.64,24.43,Tomato
88,54,44,25.74,48,7.74,83.88,25.19,Potato
95,55,42,26.8,35,6.11,82.15,24.46,Tomato
99,57,35,26.76,61,5.92,81.18,25.59,Tomato
95,39,36,23.86,37,6.47,83.15,26.4,Potato
60,43,44,21.02,26,7.2,82.95,26.11,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
63,44,41,24.17,34,6.28,83.73,30.95,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
62,42,36,22.78,30,7.11,82.07,28.57,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
64,45,43,25.63,58,6.81,83.53,30.89,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
83,60,36,25.6,34,5.99,80.15,26.31,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
82,40,40,23.83,60,5.78,84.81,23.86,Potato
85,52,45,26.31,42,6.06,82.37,25.3,Potato
91,35,38,24.9,48,5.99,80.53,25.25,Potato
76,49,42,24.96,32,5.32,84.48,27.37,Potato
74,39,38,23.24,43,5.99,84.59,28.51,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
79,43,39,21.67,29,7.01,80.71,26.43,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
88,55,45,24.64,51,5.06,80.41,26.88,Potato
60,36,43,23.43,31,7.05,83.06,29.97,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
76,60,39,20.05,33,6.42,80.35,30.54,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
93,56,42,23.86,38,6.57,82.23,25.01,Tomato
65,60,43,21.97,47,7.08,81.9,26.11,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
95,52,36,26.23,63,6.44,83.84,25.42,Tomato
75,38,39,23.45,43,7.01,84.79,29,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
74,54,38,25.66,54,5.73,83.47,28.8,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
91,36,45,24.44,37,5.34,82.45,23.91,Potato
71,46,40,20.28,56,6.1,82.12,29.4,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
99,55,35,21.72,34,6.34,80.24,29.2,Tomato
72,40,38,20.41,41,6.04,82.21,30.9,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
83,58,45,25.76,49,5.22,83.52,23.39,Potato
93,58,38,20.62,64,7.04,83.77,25.61,Tomato
70,36,42,21.84,47,7.01,80.73,31.2,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
76,47,42,20.08,35,6.92,83.29,31,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
99,41,36,24.46,62,5.34,82.75,27.22,Potato
99,54,37,21.14,57,7,80.34,23.58,Tomato
86,59,35,25.79,55,6.48,82.11,29,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
69,46,41,23.64,40,6.58,80.29,28.9,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
91,56,37,23.43,38,6,80.57,25,Tomato
61,52,41,24.98,39,6.39,83.89,27.8,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
67,45,38,22.73,32,5.72,82.17,27.6,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
79,42,37,24.87,48,6.14,82.84,27.7,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
78,43,42,21.32,34,5.56,83,25.1,Potato
75,54,36,26.29,31,7.1,84.57,28.3,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
97,36,45,22.23,42,5.1,81.86,25.74,Potato
67,47,44,26.29,47,7.14,81.79,28.1,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
73,35,38,24.89,59,7.15,81.98,27.9,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
77,36,37,26.88,36,6.4,81.46,27.9,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
81,41,38,22.68,63,6.38,83.73,27.7,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
68,57,43,26.09,43,7.16,80.38,26.4,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
72,45,35,25.43,40,6.36,82.95,26.5,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
61,53,43,26.4,65,6.23,81.06,26.81,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
67,43,39,26.04,59,5.77,84.97,27.85,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
67,58,39,25.28,44,5.77,80.54,27.78,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
66,60,38,22.09,28,6.9,83.47,28.48,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
82,43,38,23.29,30,7.61,81.43,29.05,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
84,50,44,25.49,30,5.25,81.41,25.77,Potato
81,53,42,23.68,50,5.34,81.04,26.09,Potato
91,50,40,20.82,61,5.2,84.13,24.84,Potato
93,53,38,26.93,26,6.58,81.91,25.01,Tomato
90,44,38,23.84,45,5.26,83.88,23.81,Potato
81,45,35,26.53,41,6.05,80.12,26.6,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
78,40,38,26.46,25,6.36,83.86,30.97,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
60,51,36,22.7,32,7.13,82.81,26.66,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
88,46,42,22.68,27,5.15,83.46,22.92,Potato
93,47,37,21.53,51,5.14,82.14,22.5,Potato
60,55,45,21.41,43,7.03,83.33,31.5,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
78,35,44,26.54,57,5.31,84.67,24.87,Potato
65,37,40,23.36,55,6.82,83.6,30.78,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
71,54,16,22.61,65,6.22,63.69,30.58,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
61,44,17,26.1,76,7.1,71.57,28.56,BR3_BR16_BRRIdhan27_BRRIdhan48
80,43,16,23.56,50,7.09,71.59,27.01,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
73,58,21,20.97,81,7.08,57.68,29.31,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
61,38,20,20.48,74,6.26,62.7,27.43,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
68,41,16,21.78,58,6.48,57.81,29.65,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
93,41,17,25.62,36,6.31,66.5,29.37,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
89,60,19,25.19,62,7.01,66.69,26.19,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
76,44,17,20.42,97,7.02,62.55,30.35,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
67,60,25,24.92,64,6.01,66.79,30.92,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
70,44,19,23.32,62,7.14,73.45,29.16,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
90,49,21,24.84,68,6.53,68.36,30.99,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
62,52,16,22.28,49,6.15,58.84,27.14,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
92,44,16,20.88,70,5.6,65.77,30.45,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
66,54,21,25.19,91,5.76,60.2,29.13,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
63,58,22,20.25,35,7.08,55.28,27.9,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
70,47,17,24.61,72,7.06,70.42,26.49,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
61,41,17,25.14,96,6.84,65.26,32.89,BR3_BR16_BRRIdhan27_BRRIdhan48
66,53,19,23.09,98,7.07,60.12,29.19,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
74,55,19,20.05,90,7.09,62.89,28.77,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
77,57,21,24.93,87,7.05,73.8,29.65,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
99,50,15,20.15,91,6.38,71.09,26.63,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
74,56,22,20.28,93,7.02,66.66,30.13,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
83,45,21,20.83,85,6.42,58.75,27.34,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
100,48,16,25.72,84,6.12,67.22,29.85,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
79,51,16,25.34,90,6.1,68.5,27.33,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
94,39,18,23.89,86,7.26,57.49,28.14,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
75,49,15,21.54,93,6.61,71.51,30.01,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
78,48,22,23.09,91,6.77,63.1,28.11,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
87,54,20,25.62,80,7.03,63.47,26.56,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
87,35,25,21.45,87,6.56,63.16,30.15,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
63,43,19,21.52,88,6.64,55.53,30.84,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
84,57,25,22.54,95,5.82,67.99,26.9,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
64,35,23,23.02,96,5.73,61.89,26.16,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
60,46,22,24.89,97,5.87,65.61,30.81,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
98,44,21,25.77,94,7.03,74.09,29.59,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
75,56,18,21.4,98,6.46,62.36,27.83,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
86,55,21,21.54,94,7.08,59.64,26.17,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
98,35,18,23.8,87,7.16,74.83,29.82,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
76,57,18,20.98,95,6.44,74.53,26.04,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
99,56,17,24.11,87,6.97,73.13,29.2,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
60,44,23,24.79,95,7.16,70.05,26.13,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
74,48,17,21.63,89,6.39,60.28,28.34,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
89,60,17,25.38,86,7,57.21,29.57,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
69,51,23,22.22,85,7.12,72.85,27.85,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
96,46,22,20.58,94,6.15,69,26.61,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
61,60,15,24.88,93,6.01,68.74,32.95,BR3_BR16_BRRIdhan27_BRRIdhan48
74,58,18,20.04,87,7.12,56.36,28.73,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
74,43,23,25.95,92,6.82,61.89,30.33,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
63,43,17,21.29,90,7.18,65.47,28.5,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
99,36,20,20.58,93,6.74,65.35,28.1,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
77,36,23,24.71,89,6.91,56.73,27.67,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
87,60,23,20.27,86,6.15,63.91,30.98,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
60,38,17,22.42,96,6.19,64.24,27.5,BR3_BR16_BRRIdhan27_BRRIdhan48
94,54,17,23.39,91,6.98,61.74,27.2,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
95,38,22,20.85,81,7.13,61.25,27,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
84,44,21,21.87,82,6.58,61.91,26.5,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
77,58,19,22.81,91,6.96,56.51,26,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
66,44,20,20.08,97,7.17,69.02,29.2,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
63,35,16,22.03,93,5.87,65.36,29.2,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
79,45,20,23.81,94,5.69,59.25,29.1,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
72,60,25,20.53,94,6.42,69.03,29.1,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
67,51,24,23.5,94,6.72,61.32,29.3,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
86,36,24,26.55,95,6.09,72.89,29.4,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
76,48,18,21.3,97,7.2,69.63,29.5,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
75,53,18,20.69,93,5.98,59.44,29.6,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
81,45,23,20.33,91,7.14,68.03,29.6,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
73,45,21,24.61,86,7.13,73.59,29.4,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
71,35,24,22.27,86,6.6,59.52,29.4,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
96,54,22,25.7,89,5.96,61.33,28.4,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
99,39,18,21.2,78,7.12,68.31,28.2,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
62,48,20,21.7,87,7.09,60.47,28.2,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
86,37,16,20.52,83,7.05,59.21,27.9,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
94,50,19,23.3,78,7.03,73.63,28.2,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
76,39,24,24.25,87,7.04,55.65,28.26,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
77,52,17,24.86,83,7.08,65.74,27.9,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
74,39,23,22.63,85,6.34,65.77,27,BRRIdhan28_BRRIdhan29_BRRIdhan100_BRRIdhan92
